row_id,case_id,process_name,sub_process,activity_id,activity_name,performer_id,performer_type,application_used,start_time,end_time,activity_duration_min,is_manual,automation_possible,automation_type,automation_coverage_pct,manual_effort_min,error_flag,error_type,rework_flag,rework_count,sla_met,sla_delay_hours,tat_hours,employee_role,team_name,region,transaction_amount,cost_per_case,created_at,created_by
3773,CASE-765152,F&A,MonthEndClose,ACT-4302377,Validate Invoice,EMP-3613,Human,PeopleSoft,20-03-2025 20:41,44:35.2,3.37,TRUE,TRUE,RPA,60.92,3.37,FALSE,,FALSE,0,TRUE,0,0.134,Sr Analyst,CBS_AR_Team,India,448.4,0.5,20-03-2025 19:43,ingest_job_v2
3774,CASE-665889,F&A,AP,ACT-9754420,Create Purchase Order,BOT-555,Bot,Oracle EBS,16-10-2025 11:13,24:10.6,10.56,FALSE,FALSE,,0,0,FALSE,,FALSE,0,TRUE,0,2.677,Bot,CBS_SC_Team,US,6878.5,0.5,16-10-2025 09:54,EMP-2001
3775,CASE-834496,Supply Chain,Logistics,ACT-4925352,Resolve Exception,EMP-4111,Human,SAP ECC,21-10-2025 14:38,21-10-2025 14:47,8.6,TRUE,TRUE,AI,76.1,8.6,FALSE,,FALSE,0,TRUE,0,0.552,Sr Analyst,CBS_SC_Team,EU,,0.72,21-10-2025 14:33,EMP-1002
3776,CASE-353545,Supply Chain,Inventory,ACT-2391323,Reconcile Account,EMP-9994,Human,Workday,02-09-2025 02:49,02-09-2025 03:10,21.45,TRUE,TRUE,AI,62.59,21.45,FALSE,,FALSE,0,TRUE,0,4.103,Associate,CBS_HR_Team,EU,,1.68,02-09-2025 01:21,EMP-2001
3777,CASE-955495,HR,Hiring,ACT-6531936,Approve Invoice,EMP-5699,Human,Oracle EBS,16-09-2025 19:45,59:36.6,13.76,TRUE,TRUE,,63.4,13.76,TRUE,Mismatch,TRUE,2,TRUE,0,3.739,Analyst,CBS_Payroll_Team,US,,0.51,16-09-2025 19:15,EMP-1002
3778,CASE-915900,HR,Hiring,ACT-8250077,Approve Leave,EMP-6135,Human,Email,20-10-2025 10:23,30:24.4,6.69,TRUE,FALSE,,0,6.69,FALSE,,FALSE,0,TRUE,0,0.816,Manager,CBS_HR_Team,US,,0.5,20-10-2025 10:12,ingest_job_v2
3779,CASE-923227,HR,Payroll,ACT-2292516,Receive Goods,BOT-479,Bot,Oracle EBS,03-09-2025 15:26,35:24.6,8.56,FALSE,FALSE,,0,0,TRUE,Incorrect Approval,TRUE,3,TRUE,0,2.117,Bot,CBS_HR_Team,EU,,0.5,03-09-2025 15:03,ingest_job_v1
3780,CASE-529313,HR,Onboarding,ACT-3097207,Process Onboarding,EMP-5563,Human,PeopleSoft,05-01-2025 21:30,48:40.4,18.29,TRUE,FALSE,,0,18.29,FALSE,,FALSE,0,TRUE,0,2.021,Analyst,CBS_HR_Team,India,,0.5,05-01-2025 21:00,EMP-2001
3781,CASE-262687,Supply Chain,Inventory,ACT-8298095,Post Journal,EMP-6972,Human,Workday,26-09-2025 22:47,51:04.8,4.08,TRUE,FALSE,,0,4.08,FALSE,,FALSE,0,TRUE,0,3.798,Analyst,CBS_AP_Team,India,,0.5,26-09-2025 20:59,ingest_job_v1
3782,CASE-138021,Supply Chain,Logistics,ACT-6379424,Schedule Shipment,EMP-6667,Human,Oracle EBS,20-01-2025 05:20,23:29.2,3.17,TRUE,TRUE,AI,77.85,3.17,FALSE,,FALSE,0,TRUE,0,2.561,Approver,CBS_HR_Team,India,,0.5,20-01-2025 04:19,EMP-1001
3783,CASE-735432,Supply Chain,Order Fulfillment,ACT-3954586,Validate Candidate,EMP-4194,Human,Excel,27-04-2025 17:08,27-04-2025 17:08,0.5,TRUE,TRUE,Workflow,30.99,0.5,FALSE,,FALSE,0,TRUE,0,2.367,Analyst,CBS_HR_Team,India,,0.5,27-04-2025 16:05,EMP-2001
3784,CASE-179344,HR,Hiring,ACT-8233905,Approve Leave,EMP-4977,Human,Excel,24-03-2025 06:12,26:09.6,14.01,TRUE,FALSE,,0,14.01,FALSE,,FALSE,0,TRUE,0,3.952,Sr Analyst,CBS_Payroll_Team,EU,,0.62,24-03-2025 04:43,ingest_job_v1
3785,CASE-240132,Supply Chain,Inventory,ACT-4659760,Validate Invoice,BOT-369,Bot,CustomPortal,25-01-2025 10:48,01:48.6,12.91,FALSE,FALSE,,0,0,FALSE,,FALSE,0,TRUE,0,2.426,Bot,CBS_Payroll_Team,US,,1.08,25-01-2025 09:13,ingest_job_v1
3786,CASE-694957,F&A,AP,ACT-8740365,Approve Leave,EMP-4819,Human,Email,16-03-2025 22:38,38:58.8,0.88,TRUE,TRUE,Script,87.9,0.88,TRUE,System Error,FALSE,0,TRUE,0,0.771,Associate,CBS_SC_Team,US,13517.28,0.5,16-03-2025 21:02,ingest_job_v2
3787,CASE-679820,Supply Chain,Order Fulfillment,ACT-4297958,Reconcile Account,EMP-9540,Human,PeopleSoft,21-03-2025 17:53,00:23.8,6.88,TRUE,TRUE,,54.57,6.88,FALSE,,FALSE,0,TRUE,0,3.727,SME,CBS_SC_Team,US,,0.5,21-03-2025 16:24,EMP-1001
3788,CASE-696104,Supply Chain,Procurement,ACT-9681682,Process Payment,EMP-6299,Human,Excel,11-05-2025 03:45,14:17.7,28.81136302,TRUE,FALSE,,0,28.81,FALSE,,FALSE,0,FALSE,8.863,1.014,Analyst,CBS_HR_Team,India,,1.15,11-05-2025 02:54,EMP-1001
3789,CASE-585710,F&A,MonthEndClose,ACT-5927947,Validate Invoice,BOT-643,Bot,Email,18-01-2025 18:03,04:29.6,1.01,FALSE,FALSE,,0,0,FALSE,,FALSE,0,TRUE,0,3.724,Bot,CBS_AR_Team,US,,0.5,18-01-2025 17:25,EMP-1001
3790,CASE-564431,F&A,AR,ACT-8639062,Create Purchase Order,EMP-4924,Human,Excel,08-01-2025 16:30,02:17.8,31.53,TRUE,FALSE,,0,31.53,FALSE,,FALSE,0,TRUE,0,3.663,Manager,CBS_HR_Team,India,,1.26,08-01-2025 14:32,EMP-1001
3791,CASE-720885,F&A,AP,ACT-9273533,Receive Goods,EMP-8666,Human,SAP ECC,02-11-2025 13:15,17:05.8,1.93,TRUE,TRUE,Script,86.08,1.93,FALSE,,FALSE,0,TRUE,0,0.898,Approver,CBS_HR_Team,India,3507.24,0.5,02-11-2025 11:29,ingest_job_v2
3792,CASE-433019,F&A,Payroll,ACT-1155268,Approve Invoice,EMP-3103,Human,Oracle EBS,30-01-2025 02:55,55:56.6,0.56,TRUE,TRUE,,53.08,0.56,FALSE,,FALSE,0,TRUE,0,2.572,Manager,CBS_AP_Team,US,8695.79,0.5,30-01-2025 01:13,EMP-1001
3793,CASE-183688,HR,Payroll,ACT-3675517,Process Onboarding,BOT-190,Bot,PeopleSoft,05-08-2025 19:38,45:55.8,7.23,FALSE,FALSE,,0,0,FALSE,,FALSE,0,TRUE,0,2.765,Bot,CBS_AR_Team,US,,0.56,05-08-2025 18:48,EMP-2001
3794,CASE-633272,Supply Chain,Procurement,ACT-1650548,Create Purchase Order,SYSTEM-54,System,Oracle EBS,11-10-2025 18:04,14:54.4,10.74,FALSE,FALSE,,0,0,FALSE,,FALSE,0,TRUE,0,0.216,System,CBS_Payroll_Team,US,,0.67,11-10-2025 17:40,ingest_job_v2
3795,CASE-143619,HR,Hiring,ACT-1842162,Update Inventory,EMP-4806,Human,Workday,18-05-2025 20:19,18-05-2025 20:20,0.5,TRUE,TRUE,RPA,83.86,0.5,FALSE,,FALSE,0,TRUE,0,0.114,Manager,CBS_HR_Team,EU,,0.5,18-05-2025 18:29,EMP-1001
3796,CASE-986665,F&A,AR,ACT-7298616,Update Payroll,EMP-2281,Human,PeopleSoft,03-08-2025 00:27,03-08-2025 00:36,8.6,TRUE,FALSE,,0,8.6,FALSE,,FALSE,0,TRUE,0,3.748,Manager,CBS_AR_Team,US,17450.89,0.51,03-08-2025 00:09,EMP-1002
3797,CASE-309279,Supply Chain,Logistics,ACT-8848636,Approve Invoice,EMP-2036,Human,Oracle EBS,22-10-2025 05:31,37:11.8,6.08,TRUE,FALSE,,0,6.08,FALSE,,FALSE,0,TRUE,0,1.458,Analyst,CBS_AP_Team,EU,,0.5,22-10-2025 05:11,EMP-1001
3798,CASE-775114,Supply Chain,Procurement,ACT-6268579,Reconcile Account,EMP-9768,Human,Oracle EBS,23-05-2025 15:24,25:38.2,0.87,TRUE,TRUE,RPA,89.47,0.87,FALSE,,FALSE,0,TRUE,0,3.538,Manager,CBS_SC_Team,EU,,0.5,23-05-2025 15:12,EMP-1001
3799,CASE-374552,F&A,AP,ACT-8679445,Validate Candidate,EMP-8989,Human,Excel,02-08-2025 09:28,30:03.2,1.52,TRUE,TRUE,RPA,84.94,1.52,FALSE,,FALSE,0,FALSE,4.138,1.966,Sr Analyst,CBS_AP_Team,EU,9352.41,0.5,02-08-2025 08:40,ingest_job_v2
3800,CASE-110174,F&A,AP,ACT-8105699,Validate Invoice,EMP-7637,Human,CustomPortal,16-05-2025 02:08,14:58.6,6.71,TRUE,FALSE,,0,6.71,FALSE,,FALSE,0,TRUE,0,0.314,Sr Analyst,CBS_HR_Team,India,5816.51,0.5,16-05-2025 01:34,ingest_job_v2
3801,CASE-647295,Supply Chain,Inventory,ACT-6305066,Approve Leave,EMP-2233,Human,Oracle EBS,07-06-2025 00:39,42:12.6,2.81,TRUE,FALSE,,0,2.81,FALSE,,FALSE,0,TRUE,0,0.127,Analyst,CBS_AP_Team,US,,0.5,06-06-2025 23:58,EMP-2001
3802,CASE-812729,Supply Chain,Logistics,ACT-3429768,Validate Candidate,EMP-4705,Human,Oracle EBS,30-05-2025 03:31,53:36.4,22.29,TRUE,FALSE,,0,22.29,FALSE,,FALSE,0,TRUE,0,1.872,SME,CBS_AP_Team,US,,0.59,30-05-2025 01:38,ingest_job_v2
3803,CASE-128273,HR,Leaves,ACT-6730134,Create Purchase Order,BOT-319,Bot,Email,20-05-2025 17:28,42:27.6,13.66,FALSE,FALSE,,0,0,FALSE,,FALSE,0,TRUE,0,2.803,Bot,CBS_SC_Team,EU,,1.25,20-05-2025 17:10,ingest_job_v1
3804,CASE-646201,Supply Chain,Order Fulfillment,ACT-9302080,Process Onboarding,EMP-5108,Human,Excel,25-03-2025 01:59,32:23.2,32.87,TRUE,TRUE,RPA,51.85,32.87,FALSE,,FALSE,0,TRUE,0,2.559,Analyst,CBS_AP_Team,EU,,1.92,25-03-2025 00:57,EMP-1001
3805,CASE-391221,F&A,Payroll,ACT-4698255,Validate Invoice,EMP-7851,Human,Email,09-11-2025 23:56,58:25.6,2.41,TRUE,FALSE,,0,2.41,FALSE,,FALSE,0,TRUE,0,0.53,SME,CBS_HR_Team,US,6255.29,0.5,09-11-2025 23:55,ingest_job_v1
3806,CASE-284120,F&A,AR,ACT-1347442,Update Payroll,SYSTEM-77,System,Email,17-02-2025 17:14,42:43.8,27.98,FALSE,FALSE,,0,0,FALSE,,FALSE,0,TRUE,0,2.309,System,CBS_Payroll_Team,EU,8148.04,2.72,17-02-2025 15:22,EMP-1001
3807,CASE-139553,HR,Payroll,ACT-1180326,Resolve Exception,EMP-9037,Human,Oracle EBS,27-01-2025 13:05,10:20.6,4.51,TRUE,FALSE,,0,4.51,FALSE,,FALSE,0,TRUE,0,0.183,Analyst,CBS_SC_Team,US,,0.5,27-01-2025 12:26,EMP-2001
3808,CASE-238958,HR,Leaves,ACT-5781524,Validate Invoice,EMP-1913,Human,CustomPortal,31-10-2025 20:14,17:49.2,3.42,TRUE,FALSE,,0,3.42,FALSE,,FALSE,0,TRUE,0,2.259,Sr Analyst,CBS_HR_Team,India,,0.5,31-10-2025 18:32,EMP-1001
3809,CASE-308777,Supply Chain,Logistics,ACT-9452471,Schedule Interview,EMP-6742,Human,Oracle EBS,16-11-2025 19:37,16-11-2025 19:37,0.5,TRUE,TRUE,RPA,39.15,0.5,FALSE,,FALSE,0,TRUE,0,1.237,Associate,CBS_SC_Team,US,,0.5,16-11-2025 18:51,EMP-1001
3810,CASE-946819,F&A,Payroll,ACT-9878978,Reconcile Account,EMP-1511,Human,PeopleSoft,15-05-2025 02:39,15-05-2025 02:39,0.5,TRUE,TRUE,Workflow,77.35,0.5,FALSE,,FALSE,0,TRUE,0,3.996,Approver,CBS_AR_Team,US,,0.5,15-05-2025 01:36,EMP-2001
3811,CASE-238579,HR,Hiring,ACT-3293832,Post Journal,SYSTEM-25,System,CustomPortal,26-02-2025 10:49,58:29.2,9.42,FALSE,FALSE,,0,0,FALSE,,FALSE,0,TRUE,0,3.136,System,CBS_AR_Team,India,,0.5,26-02-2025 09:27,ingest_job_v2
3812,CASE-650815,HR,Leaves,ACT-1993223,Update Inventory,EMP-8107,Human,SAP ECC,23-01-2025 19:35,23-01-2025 19:40,4.9,TRUE,FALSE,,0,4.9,FALSE,,FALSE,0,TRUE,0,1.776,SME,CBS_Payroll_Team,India,,0.5,23-01-2025 17:42,ingest_job_v1
3813,CASE-948820,Supply Chain,Logistics,ACT-8750752,Process Onboarding,EMP-3285,Human,Oracle EBS,02-08-2025 16:10,02-08-2025 16:12,2.05,TRUE,FALSE,,0,2.05,FALSE,,FALSE,0,TRUE,0,0.856,Analyst,CBS_HR_Team,US,,0.5,02-08-2025 15:27,EMP-1002
3814,CASE-268245,Supply Chain,Procurement,ACT-5478026,Schedule Shipment,EMP-4661,Human,PeopleSoft,23-08-2025 03:18,24:05.0,65.73340845,TRUE,TRUE,Workflow,72.73,65.73,FALSE,,FALSE,0,FALSE,25.736,1.308,Analyst,CBS_SC_Team,India,,4.61,23-08-2025 02:11,ingest_job_v1
3815,CASE-701225,Supply Chain,Procurement,ACT-8961562,Resolve Exception,EMP-6392,Human,Email,21-02-2025 04:23,25:47.8,2.33,TRUE,FALSE,,0,2.33,FALSE,,FALSE,0,TRUE,0,2.591,Analyst,CBS_Payroll_Team,India,,0.5,21-02-2025 02:25,ingest_job_v1
3816,CASE-281702,Supply Chain,Order Fulfillment,ACT-7486307,Schedule Shipment,BOT-674,Bot,PeopleSoft,22-04-2025 13:35,22-04-2025 13:42,6.9,FALSE,FALSE,,0,0,TRUE,Incorrect Approval,TRUE,2,TRUE,0,2.723,Bot,CBS_AR_Team,US,,0.5,22-04-2025 12:02,ingest_job_v1
3817,CASE-802732,F&A,MonthEndClose,ACT-5331424,Create Purchase Order,EMP-4995,Human,PeopleSoft,04-10-2025 19:38,42:28.6,3.56,TRUE,TRUE,RPA,45.99,3.56,FALSE,,FALSE,0,TRUE,0,2.017,Analyst,CBS_SC_Team,EU,12036.11,0.5,04-10-2025 18:52,EMP-1001
3818,CASE-111828,F&A,MonthEndClose,ACT-5352422,Update Inventory,EMP-8963,Human,CustomPortal,10-01-2025 04:56,10:42.8,13.88,TRUE,FALSE,,0,13.88,FALSE,,FALSE,0,TRUE,0,0.575,SME,CBS_AP_Team,EU,16331.22,0.85,10-01-2025 03:37,ingest_job_v2
3819,CASE-355557,F&A,Payroll,ACT-4937784,Reconcile Account,BOT-354,Bot,PeopleSoft,27-02-2025 04:37,27-02-2025 04:51,13.75,FALSE,FALSE,,0,0,FALSE,,FALSE,0,TRUE,0,3.268,Bot,CBS_AP_Team,US,,1.17,27-02-2025 02:48,EMP-1002
3820,CASE-274700,F&A,MonthEndClose,ACT-5069072,Schedule Shipment,EMP-9734,Human,Email,23-05-2025 06:41,46:53.4,5.19,TRUE,FALSE,,0,5.19,FALSE,,FALSE,0,TRUE,0,2.9,Sr Analyst,CBS_HR_Team,India,2883.39,0.5,23-05-2025 05:26,EMP-1001
3821,CASE-812575,HR,Payroll,ACT-3244296,Post Journal,EMP-5785,Human,Excel,23-01-2025 14:41,44:31.6,3.46,TRUE,FALSE,,0,3.46,FALSE,,FALSE,0,TRUE,0,0.861,SME,CBS_AR_Team,EU,,0.5,23-01-2025 14:12,EMP-1001
3822,CASE-367045,F&A,AR,ACT-5213531,Validate Invoice,EMP-1298,Human,CustomPortal,25-05-2025 05:47,25-05-2025 05:51,3.6,TRUE,FALSE,,0,3.6,FALSE,,FALSE,0,TRUE,0,3.524,Associate,CBS_HR_Team,EU,267.02,0.5,25-05-2025 04:06,ingest_job_v2
3823,CASE-678036,F&A,MonthEndClose,ACT-8281246,Validate Candidate,EMP-9803,Human,SAP ECC,03-11-2025 22:58,11:38.6,13.11,TRUE,FALSE,,0,13.11,FALSE,,FALSE,0,TRUE,0,3.005,Manager,CBS_SC_Team,India,2531.21,0.78,03-11-2025 22:05,EMP-1001
3824,CASE-439428,Supply Chain,Order Fulfillment,ACT-6089466,Schedule Interview,EMP-3187,Human,Oracle EBS,31-01-2025 03:42,45:48.8,3.18,TRUE,TRUE,AI,67.88,3.18,FALSE,,FALSE,0,TRUE,0,0.238,Sr Analyst,CBS_HR_Team,US,,0.5,31-01-2025 02:46,EMP-1002
3825,CASE-892633,F&A,AP,ACT-4466850,Receive Goods,EMP-5854,Human,Email,16-04-2025 13:59,01:25.8,1.88,TRUE,FALSE,,0,1.88,FALSE,,FALSE,0,TRUE,0,3.37,Manager,CBS_HR_Team,US,7964.86,0.5,16-04-2025 13:27,EMP-1002
3826,CASE-676308,Supply Chain,Logistics,ACT-4049919,Approve Invoice,SYSTEM-10,System,CustomPortal,12-04-2025 16:14,15:12.6,0.71,FALSE,FALSE,,0,0,FALSE,,FALSE,0,TRUE,0,3.951,System,CBS_HR_Team,US,,0.5,12-04-2025 14:51,EMP-1001
3827,CASE-159790,F&A,Payroll,ACT-1511440,Resolve Exception,EMP-3730,Human,Workday,19-11-2025 14:52,57:39.8,5.03,TRUE,TRUE,Script,89.71,5.03,FALSE,,FALSE,0,TRUE,0,0.431,Approver,CBS_SC_Team,India,19411.49,0.5,19-11-2025 13:53,EMP-2001
3828,CASE-230496,HR,Leaves,ACT-5335303,Post Journal,EMP-1176,Human,CustomPortal,02-10-2025 23:02,07:47.6,5.26,TRUE,TRUE,AI,49.91,5.26,FALSE,,FALSE,0,TRUE,0,3.693,Associate,CBS_AP_Team,India,,0.5,02-10-2025 21:41,EMP-1002
3829,CASE-687621,F&A,AR,ACT-7464136,Create Purchase Order,EMP-2772,Human,Workday,05-02-2025 04:49,03:57.6,14.71,TRUE,TRUE,,92.35,14.71,FALSE,,FALSE,0,TRUE,0,3.604,Sr Analyst,CBS_AP_Team,India,,0.71,05-02-2025 04:46,ingest_job_v1
3830,CASE-177602,Supply Chain,Procurement,ACT-9282635,Schedule Interview,SYSTEM-39,System,CustomPortal,12-06-2025 13:57,12-06-2025 13:59,2,FALSE,FALSE,,0,0,FALSE,,FALSE,0,TRUE,0,0.733,System,CBS_Payroll_Team,EU,,0.5,12-06-2025 13:03,ingest_job_v1
3831,CASE-221215,F&A,Payroll,ACT-9014545,Update Payroll,BOT-619,Bot,CustomPortal,29-04-2025 04:11,15:13.4,3.84,FALSE,FALSE,,0,0,TRUE,Incorrect Approval,TRUE,1,TRUE,0,1.49,Bot,CBS_HR_Team,US,465.88,0.5,29-04-2025 03:18,EMP-1002
3832,CASE-648245,F&A,AP,ACT-9920584,Update Payroll,EMP-7247,Human,Workday,18-05-2025 13:23,36:51.2,13.22,TRUE,TRUE,Script,26.95,13.22,FALSE,,FALSE,0,TRUE,0,0.712,Manager,CBS_HR_Team,India,,1.15,18-05-2025 12:58,ingest_job_v1
3833,CASE-141942,F&A,MonthEndClose,ACT-7165197,Reconcile Account,EMP-7708,Human,Workday,01-02-2025 02:00,14:29.8,13.88,TRUE,TRUE,Workflow,50.87,13.88,FALSE,,FALSE,0,TRUE,0,2.151,Approver,CBS_AP_Team,US,326.4,0.82,01-02-2025 00:42,ingest_job_v2
3834,CASE-447151,F&A,Payroll,ACT-3591778,Approve Invoice,EMP-9691,Human,PeopleSoft,20-11-2025 01:21,24:56.8,3.88,TRUE,TRUE,API,89.32,3.88,FALSE,,FALSE,0,TRUE,0,3.545,Analyst,CBS_AP_Team,India,7108.24,0.5,19-11-2025 23:40,EMP-2001
3835,CASE-120262,Supply Chain,Logistics,ACT-4214803,Validate Invoice,EMP-2972,Human,PeopleSoft,18-03-2025 12:17,22:13.2,4.92,TRUE,FALSE,,0,4.92,TRUE,Missing Data,TRUE,1,TRUE,0,0.297,Associate,CBS_AR_Team,EU,,0.5,18-03-2025 11:05,ingest_job_v1
3836,CASE-147488,Supply Chain,Inventory,ACT-1628267,Schedule Interview,EMP-7682,Human,Oracle EBS,02-11-2025 17:20,23:43.4,2.89,TRUE,FALSE,,0,2.89,FALSE,,FALSE,0,TRUE,0,1.202,SME,CBS_Payroll_Team,India,,0.5,02-11-2025 15:36,EMP-2001
3837,CASE-374271,F&A,Payroll,ACT-1486212,Schedule Interview,EMP-9119,Human,Excel,06-03-2025 22:20,41:56.2,21.57,TRUE,TRUE,,72.2,21.57,FALSE,,FALSE,0,TRUE,0,1.151,Approver,CBS_SC_Team,US,10804.43,1.98,06-03-2025 21:50,ingest_job_v2
3838,CASE-443107,F&A,Payroll,ACT-6819164,Approve Invoice,EMP-7581,Human,Oracle EBS,08-02-2025 20:19,20:37.6,1.01,TRUE,FALSE,,0,1.01,FALSE,,FALSE,0,TRUE,0,0.735,SME,CBS_HR_Team,US,11208.24,0.5,08-02-2025 18:29,EMP-2001
3839,CASE-503017,Supply Chain,Logistics,ACT-4394479,Receive Goods,EMP-6938,Human,PeopleSoft,27-07-2025 21:20,42:27.6,21.71,TRUE,FALSE,,0,21.71,TRUE,Incorrect Approval,TRUE,3,FALSE,21.007,2.754,Manager,CBS_AR_Team,US,,0.78,27-07-2025 19:58,EMP-1001
3840,CASE-651243,F&A,MonthEndClose,ACT-5512182,Receive Goods,SYSTEM-76,System,SAP ECC,18-02-2025 20:49,58:41.6,9.21,FALSE,FALSE,,0,0,TRUE,Missing Data,TRUE,3,FALSE,31.783,1.292,System,CBS_AP_Team,US,,0.87,18-02-2025 20:48,ingest_job_v2
3841,CASE-253531,Supply Chain,Procurement,ACT-9966992,Validate Candidate,EMP-6293,Human,Email,05-07-2025 09:26,32:08.2,6.07,TRUE,FALSE,,0,6.07,FALSE,,FALSE,0,TRUE,0,2.884,Approver,CBS_HR_Team,India,,0.5,05-07-2025 07:28,EMP-2001
3842,CASE-288975,F&A,AP,ACT-8648272,Schedule Interview,EMP-3379,Human,Workday,03-01-2025 01:31,03-01-2025 01:32,0.5,TRUE,FALSE,,0,0.5,FALSE,,FALSE,0,TRUE,0,2.689,Analyst,CBS_SC_Team,US,17437.8,0.5,03-01-2025 00:22,ingest_job_v1
3843,CASE-738626,Supply Chain,Logistics,ACT-2008053,Receive Goods,BOT-763,Bot,Excel,26-08-2025 00:28,33:35.6,5.16,FALSE,FALSE,,0,0,FALSE,,FALSE,0,TRUE,0,0.809,Bot,CBS_HR_Team,US,,0.5,25-08-2025 22:29,ingest_job_v2
3844,CASE-519197,HR,Payroll,ACT-1800499,Receive Goods,EMP-8808,Human,Oracle EBS,16-02-2025 16:09,13:38.4,4.19,TRUE,TRUE,Workflow,11.92,4.19,FALSE,,FALSE,0,TRUE,0,3.555,Approver,CBS_AP_Team,EU,,0.5,16-02-2025 15:31,ingest_job_v1
3845,CASE-748403,HR,Onboarding,ACT-3151057,Approve Leave,EMP-4974,Human,Oracle EBS,19-04-2025 17:59,00:49.6,1.41,TRUE,FALSE,,0,1.41,TRUE,Mismatch,TRUE,1,TRUE,0,1.304,Approver,CBS_HR_Team,EU,,0.5,19-04-2025 17:41,EMP-1001
3846,CASE-259642,HR,Leaves,ACT-7315764,Resolve Exception,BOT-705,Bot,SAP ECC,25-11-2025 22:24,25-11-2025 22:33,8.55,FALSE,FALSE,,0,0,FALSE,,FALSE,0,TRUE,0,0.669,Bot,CBS_SC_Team,US,,0.5,25-11-2025 21:04,ingest_job_v1
3847,CASE-282868,F&A,AP,ACT-4107624,Validate Invoice,BOT-757,Bot,PeopleSoft,22-01-2025 17:49,18:04.2,28.37,FALSE,FALSE,,0,0,FALSE,,FALSE,0,TRUE,0,3.782,Bot,CBS_AR_Team,India,,0.75,22-01-2025 17:12,ingest_job_v1
3848,CASE-580522,HR,Onboarding,ACT-2888320,Schedule Interview,EMP-4564,Human,Oracle EBS,01-08-2025 22:15,22:34.6,6.61,TRUE,TRUE,Script,31.84,6.61,FALSE,,FALSE,0,TRUE,0,1.229,Manager,CBS_Payroll_Team,India,,0.5,01-08-2025 20:46,EMP-1001
3849,CASE-265430,F&A,Payroll,ACT-8371765,Approve Leave,EMP-1344,Human,CustomPortal,28-10-2025 14:28,38:48.4,10.04,TRUE,FALSE,,0,10.04,FALSE,,FALSE,0,TRUE,0,0.47,Manager,CBS_AP_Team,US,,0.82,28-10-2025 14:25,ingest_job_v2
3850,CASE-209686,F&A,MonthEndClose,ACT-5892252,Process Payment,BOT-718,Bot,SAP ECC,01-10-2025 03:45,28:06.8,42.74704372,FALSE,FALSE,,0,0,FALSE,,FALSE,0,TRUE,0,3.025,Bot,CBS_AR_Team,US,19462.05,1.67,01-10-2025 02:50,EMP-1001
3851,CASE-141038,Supply Chain,Procurement,ACT-3926493,Approve Invoice,SYSTEM-19,System,Excel,01-05-2025 01:54,58:54.8,4.33,FALSE,FALSE,,0,0,FALSE,,FALSE,0,TRUE,0,2.205,System,CBS_Payroll_Team,US,,0.5,01-05-2025 00:02,ingest_job_v1
3852,CASE-358864,Supply Chain,Procurement,ACT-1960282,Update Inventory,EMP-2113,Human,Email,21-03-2025 03:15,16:38.4,0.99,TRUE,TRUE,Script,72.68,0.99,FALSE,,FALSE,0,TRUE,0,3.213,Approver,CBS_AP_Team,US,,0.5,21-03-2025 01:18,EMP-1002
3853,CASE-982448,F&A,AR,ACT-9137105,Schedule Interview,EMP-5976,Human,CustomPortal,16-01-2025 08:16,23:46.4,7.59,TRUE,FALSE,,0,7.59,FALSE,,FALSE,0,TRUE,0,3.801,Associate,CBS_AR_Team,US,15508.41,0.5,16-01-2025 07:22,EMP-1002
3854,CASE-676076,HR,Leaves,ACT-1928091,Receive Goods,SYSTEM-36,System,CustomPortal,11-10-2025 07:37,59:59.6,22.31,FALSE,FALSE,,0,0,FALSE,,FALSE,0,TRUE,0,4.359,System,CBS_AP_Team,US,,2.07,11-10-2025 06:00,EMP-2001
3855,CASE-743301,HR,Onboarding,ACT-7667386,Approve Invoice,BOT-719,Bot,Excel,22-02-2025 16:17,25:50.2,8.67,FALSE,FALSE,,0,0,FALSE,,FALSE,0,TRUE,0,3.565,Bot,CBS_SC_Team,US,,0.54,22-02-2025 15:29,ingest_job_v2
3856,CASE-849425,F&A,AP,ACT-7891675,Validate Candidate,EMP-1376,Human,PeopleSoft,29-03-2025 09:45,45:39.4,0.64,TRUE,FALSE,,0,0.64,FALSE,,FALSE,0,TRUE,0,0.698,Approver,CBS_SC_Team,US,,0.5,29-03-2025 08:14,EMP-2001
3857,CASE-107870,F&A,AP,ACT-4263815,Update Inventory,EMP-1147,Human,CustomPortal,07-01-2025 17:56,07-01-2025 18:00,3.5,TRUE,FALSE,,0,3.5,FALSE,,FALSE,0,FALSE,39.657,3.815,SME,CBS_SC_Team,EU,93.24,0.5,07-01-2025 17:55,ingest_job_v1
3858,CASE-754708,Supply Chain,Logistics,ACT-7631585,Post Journal,EMP-7856,Human,Oracle EBS,24-06-2025 23:19,24-06-2025 23:26,6.4,TRUE,TRUE,AI,39.84,6.4,FALSE,,FALSE,0,TRUE,0,0.145,Associate,CBS_Payroll_Team,EU,,0.6,24-06-2025 23:08,EMP-1001
3859,CASE-983528,F&A,AR,ACT-9319851,Reconcile Account,EMP-5125,Human,CustomPortal,30-06-2025 06:46,50:31.8,4.13,TRUE,TRUE,API,55.97,4.13,FALSE,,FALSE,0,TRUE,0,3.499,Manager,CBS_Payroll_Team,India,17643.32,0.5,30-06-2025 05:32,EMP-2001
